 format: day,hour,forecast,value  location:51_129 Start : 20221229 
 30,1400,+40,330.000000 
 30,1400,+41,330.000000 
 30,1400,+42,320.000000 
 30,1400,+43,317.000000 
 30,1400,+44,322.000000 
 30,1400,+45,322.000000 
 30,1400,+46,321.000000 
 30,1400,+47,323.000000 
 30,1400,+48,325.000000 
 30,1400,+49,326.000000 
 30,1400,+50,329.000000 
 30,1400,+51,328.000000 
 30,1400,+52,326.000000 
 30,1400,+53,324.000000 
 30,1400,+54,322.000000 
 30,1400,+55,320.000000 
 30,1400,+56,318.000000 
 30,1400,+57,316.000000 
 30,1400,+58,319.000000 
 30,1400,+59,325.000000 
 30,1400,+60,323.000000 
 30,1400,+61,319.000000 
 30,1400,+62,318.000000 
 30,1400,+63,314.000000 
 30,1400,+64,314.000000 
 30,1400,+65,317.000000 
 30,1400,+66,318.000000 
 30,1400,+67,315.000000 
 30,1400,+68,318.000000 
 30,1400,+69,322.000000 
 30,1400,+70,324.000000 
 30,1400,+71,329.000000 
 30,1400,+72,335.000000 
 30,1400,+73,342.000000 
 30,1700,+6,115.000000 
 30,1700,+7,127.000000 
 30,1700,+8,132.000000 
 30,1700,+9,171.000000 
 30,1700,+10,223.000000 
 30,1700,+11,247.000000 
 30,1700,+12,255.000000 
 30,1700,+13,252.000000 
 30,1700,+14,250.000000 
 30,1700,+15,255.000000 
 30,1700,+16,260.000000 
 30,1700,+17,261.000000 
 30,1700,+18,261.000000 
 30,1700,+19,261.000000 
 30,1700,+20,260.000000 
 30,1700,+21,262.000000 
 30,1700,+22,264.000000 
 30,1700,+23,270.000000 
 30,1700,+24,286.000000 
 30,1700,+25,314.000000 
 30,1700,+26,337.000000 
 30,1700,+27,346.000000 
 30,1700,+28,350.000000 
 30,1700,+29,353.000000 
 30,1700,+30,345.000000 
 30,1700,+31,338.000000 
 30,1700,+32,330.000000 
 30,1700,+33,325.000000 
 30,1700,+34,323.000000 
 30,1700,+35,324.000000 
 30,1700,+36,326.000000 
 30,1700,+37,330.000000 
 30,1700,+38,330.000000 
 30,1700,+39,320.000000 
 30,1700,+40,317.000000 
 30,1700,+41,322.000000 
 30,1700,+42,322.000000 
 30,1700,+43,321.000000 
 30,1700,+44,323.000000 
 30,1700,+45,325.000000 
 30,1700,+46,326.000000 
 30,1700,+47,329.000000 
 30,1700,+48,328.000000 
 30,1700,+49,326.000000 
 30,1700,+50,324.000000 
 30,1700,+51,322.000000 
 30,1700,+52,320.000000 
 30,1700,+53,318.000000 
 30,1700,+54,316.000000 
 30,1700,+55,319.000000 
 30,1700,+56,325.000000 
 30,1700,+57,323.000000 
 30,1700,+58,319.000000 
 30,1700,+59,318.000000 
 30,1700,+60,314.000000 
 30,1700,+61,314.000000 
 30,1700,+62,317.000000 
 30,1700,+63,318.000000 
 30,1700,+64,315.000000 
 30,1700,+65,318.000000 
 30,1700,+66,322.000000 
 30,1700,+67,324.000000 
 30,1700,+68,329.000000 
 30,1700,+69,335.000000 
 30,1700,+70,342.000000 
 30,2000,+6,146.000000 
 30,2000,+7,197.000000 
 30,2000,+8,225.000000 
 30,2000,+9,236.000000 
 30,2000,+10,239.000000 
 30,2000,+11,243.000000 
 30,2000,+12,243.000000 
 30,2000,+13,250.000000 
 30,2000,+14,253.000000 
 30,2000,+15,255.000000 
 30,2000,+16,254.000000 
 30,2000,+17,254.000000 
 30,2000,+18,259.000000 
 30,2000,+19,272.000000 
 30,2000,+20,290.000000 
 30,2000,+21,312.000000 
 30,2000,+22,333.000000 
 30,2000,+23,342.000000 
 30,2000,+24,344.000000 
 30,2000,+25,345.000000 
 30,2000,+26,340.000000 
 30,2000,+27,334.000000 
 30,2000,+28,336.000000 
